name,gender,age,location,status,username,ethnicity,occupation,description,match_age,children,orientation,religion,smoking,drinking,intent,target
Elephants,female,48 y.o.,"Albuquerque, NM, USA",widowed,Elephants,white,-,-,from 35 to 50,more than 2 living elsewhere,Straight,Christian,light smoker,social drinker,"Fun, Friendship, Romance, Serious Relationship, Marriage",Male
Betty14,female,64 y.o.,"Caracas, Distrito Capital, Venezuela",separated,Betty14,hispanic,Docente jubilada,-,from 50 to 65,1-2 living elsewhere,Straight,Christian,light smoker,never,Friendship,Male
Macy21,female,36 y.o.,"Caracas, Distrito Capital, Venezuela",single,Macy21,black,Estudiando,-,from 33 to 86,more than 2 living with me,Straight,Other,non-smoker,occasional drinker,Friendship,"Male, Female"
Magud,male,50 y.o.,"Medellín, Antioquia, Colombia",single,Magud,hispanic,Empresario,-,from 19 to 36,don't want children,Straight,Christian,non-smoker,never,"Friendship, Romance, Serious Relationship",Female
David191308,male,31 y.o.,"Cali, Valle del Cauca, Colombia",single,David191308,black,Monitor deportivo,-,from 19 to 86,no children,Straight,Other,non-smoker,social drinker,Serious Relationship,Female
Henryred1978,male,46 y.o.,"Quito, Ecuador",single,Henryred1978,hispanic,Mensajero,Hola soy un hombre feliz romantico que quisiera conocer una mujer para formar una familia y hacer feliz a una mujer con mi amor,from 19 to 33,no children,Straight,Other,non-smoker,occasional drinker,Serious Relationship,Female
Wilar,male,37 y.o.,"Ipiales, Nariño, Colombia",single,Wilar,hispanic,Trabajador independiente,-,from 19 to 86,want children,Straight,Christian,non-smoker,never,Romance,Female
Johnnybravo,male,37 y.o.,"Port Elizabeth, South Africa",separated,Johnnybravo,white,-,-,from 19 to 86,more than 2 living elsewhere,Straight,Christian,light smoker,social drinker,Fun,Female
Jonnyb1981,male,43 y.o.,"Faribault, MN 55021, USA",divorced,Jonnyb1981,white,Driver,I’m a good loving guy fun to be around love to find a good honest truthful woman that is pleasant to be around trustworthy and hard-working able to keep a job,from 32 to 40,1-2 living elsewhere,Straight,Other,social smoker,social drinker,"Fun, Friendship, Romance, Serious Relationship, Marriage",Female
hnsen,male,51 y.o.,"Johannesburg, South Africa",single,hnsen,black,IT Support,-,from 19 to 86,more than 2 living elsewhere,Straight,Other,non-smoker,social drinker,"Serious Relationship, Marriage",Female
Hershey1874,male,49 y.o.,"Granite City, IL, USA",single,Hershey1874,hispanic,Investment company owner,-,from 19 to 86,more than 2 living elsewhere,Straight,Spiritual,light smoker,social drinker,Fun,Female
william22,male,44 y.o.,"Lima, Peru",single,william22,hispanic,-,"me han dicho que por aqui se puede practicar otros idiomas, distraerse mientras se aprende, si es así, excelente",from 19 to 86,no children,Straight,Other,non-smoker,social drinker,"Fun, Friendship",Female
Pcinu2,male,53 y.o.,"Reno, NV, USA",divorced,Pcinu2,white,-,I’m an easy going guy that don’t sweat the small stuff,from 19 to 86,no children,Straight,Other,light smoker,occasional drinker,"Friendship, Romance, Serious Relationship",Female
ThickPercy25,female,29 y.o.,"Gauteng, South Africa",in relationship,ThickPercy25,black,-,-,from 26 to 34,no children,Straight,Christian,non-smoker,social drinker,"Fun, Friendship","Male, Female"
Xavier1928,male,32 y.o.,"Memphis, TN, USA",single,Xavier1928,hispanic,-,-,from 19 to 86,no children,Straight,Christian,non-smoker,never,Serious Relationship,Female
Jacbeth,male,42 y.o.,"Panama City, Panama",single,Jacbeth,white,Docente,"Soy muy sociable, trabajador, emprendedor y honesto. Me gusta la verdad ante todo...",from 20 to 55,no children,Straight,Christian,non-smoker,occasional drinker,"Fun, Friendship, Romance, Serious Relationship",Female
Mara46,female,50 y.o.,"Salta, Argentina",single,Mara46,hispanic,maestra,-,from 19 to 38,more than 2 living elsewhere,Straight,Other,chain smoker,never,Serious Relationship,Male
Davidjosue,male,52 y.o.,"Dallas, Texas, EE. UU.",single,Davidjosue,hispanic,Empresario,-,from 30 to 50,no children,Straight,Christian,non-smoker,never,"Serious Relationship, Marriage",Female
Jimmy3030,male,62 y.o.,Puerto Rico,single,Jimmy3030,hispanic,Seguridad,Detallista.cariñoso.megusta.viajar.compartir en familia.Rio.playa.,from 30 to 65,more than 2 living elsewhere,Straight,Other,non-smoker,social drinker,Friendship,Female
Francobell17,male,37 y.o.,"Lima, Perú",single,Francobell17,hispanic,Asistente de almacen,"Alegre y cariñoso, amable y respetuoso un chico bien alegre y enérgico, y fe",from 19 to 45,1-2 living elsewhere,Straight,Other,social smoker,social drinker,Romance,"Male, Female"
MichiSolares,female,39 y.o.,"Mixco, Guatemala",single,MichiSolares,white,-,-,from 19 to 86,no children,Straight,Spiritual,light smoker,social drinker,"Fun, Friendship, Romance",Male
DubyaW,male,61 y.o.,"Hickory, NC, USA",widowed,DubyaW,white,Retired,"USAF vet, 57, living alone, must like Chi doggies.",from 35 to 65,more than 2 living elsewhere,Straight,Christian,light smoker,occasional drinker,"Fun, Romance",Female
Jezzmeella,female,51 y.o.,"Fort Wayne, IN, USA",single,Jezzmeella,white,bartender,"looking to start my time now with a tropical, relaxing, and whatever may come adventure..",from 35 to 52,1-2 living elsewhere,Straight,Christian,chain smoker,occasional drinker,Serious Relationship,Male
Cristian82,male,42 y.o.,"Bakersfield, California, EE. UU.",single,Cristian82,hispanic,-,Me gusta conocer nuevos lugares ir a comer y también ir a la playa,from 19 to 45,1-2 living elsewhere,Straight,Christian,non-smoker,occasional drinker,"Fun, Friendship, Romance, Serious Relationship",Female
Lvcian26,male,30 y.o.,"Barranquilla, Atlántico, Colombia",single,Lvcian26,hispanic,Técnico en nóminas y prestaciones sociales,Soy un hombre leal serio honesto me gusta el cine la playa disfrutar de una buena compañía valoro mucho la sinceridad la lealtad pues es lo que brindo soy cariñoso atento y siempre busco la manera de mejorar,from 19 to 45,want children,Straight,Christian,non-smoker,never,"Friendship, Romance, Serious Relationship, Marriage",Female
Nick371,male,55 y.o.,"Cuenca, España",divorced,Nick371,white,Concursado,-,from 19 to 86,no children,Straight,Christian,non-smoker,never,Serious Relationship,Female
jpaico,male,46 y.o.,"Lima, Perú",divorced,jpaico,hispanic,Ingeniero Civil,-,from 19 to 86,more than 2 living elsewhere,Straight,Christian,social smoker,social drinker,Serious Relationship,Female
Rarisa,female,57 y.o.,"Santo Domingo, República Dominicana",single,Rarisa,hispanic,Ventas,-,from 50 to 70,1-2 living with me,Straight,Christian,non-smoker,never,"Friendship, Serious Relationship, Marriage",Male
Josan,male,40 y.o.,"Lisbon, Portugal",single,Josan,asian,Work at dpd,I am very simple and I want her to be very loyel abut our relationship,from 20 to 50,want children,Straight,Hindu,non-smoker,social drinker,"Romance, Serious Relationship, Marriage",Female
Caveman562,male,39 y.o.,"Los Angeles, CA, USA",single,Caveman562,hispanic,Labor,-,from 19 to 35,want children,Straight,Christian,social smoker,social drinker,"Romance, Serious Relationship, Marriage",Female
Lauralizarazo,female,39 y.o.,"Bucaramanga, Santander, Colombia",single,Lauralizarazo,white,Docente,"Persona agradable, llena de vida, me gusta sonreír, pasear, salir disfrutar de la vida.",from 40 to 50,don't want children,Straight,Christian,non-smoker,never,Serious Relationship,Female
Beachbum,female,71 y.o.,"Oregon City, OR 97045, USA",single,Beachbum,white,Receptionist,-,from 59 to 67,don't want children,Straight,Christian,non-smoker,social drinker,Serious Relationship,Male
Nicoo,male,31 y.o.,"Santiago, Santiago Metropolitan Region, Chile",single,Nicoo,hispanic,-,-,from 19 to 86,no children,Straight,Christian,non-smoker,social drinker,"Fun, Friendship, Romance",Female
Edgardor,male,52 y.o.,"Huancayo, Perú",single,Edgardor,hispanic,-,"Soy una persona de nobles sentimientos, romántico, trabajador, sencillo, q quiere encontrar una dama cariñosa con quién compartir lindas historias con mucho amor",from 36 to 48,want children,Straight,Christian,non-smoker,occasional drinker,Marriage,Female
Josue1,male,48 y.o.,"Lima, Perú",single,Josue1,hispanic,Abogado,"Hola soy una persona, simpática, amable, franca,
inteligente, optimista, alegre, sociable, decidida, extrovertida y profesional en busca de una mujer linda que desee una relación seria.",from 23 to 28,no children,Straight,Other,non-smoker,occasional drinker,Serious Relationship,Female
cornelius1206,male,65 y.o.,"Anzoátegui, Venezuela",divorced,cornelius1206,white,"instrumentista , realizo ingenierias en automatizacion y control en la industria petrolerta",busco relacion estable y seria para unicamente para matrimonio,from 30 to 60,1-2 living elsewhere,Straight,Other,non-smoker,social drinker,"Friendship, Serious Relationship, Marriage",Female
JRico,male,62 y.o.,"Madrid, España",widowed,JRico,white,-,"Hombre activo y vital que vive solo, con posibilidad de cambiar su residencia, desea conocer mujer que se encuentre en similar situación.",from 19 to 45,1-2 living elsewhere,Straight,Christian,social smoker,never,"Fun, Friendship, Romance, Serious Relationship, Marriage",Female
ercancivelek,male,33 y.o.,"İstanbul, Turkey",single,ercancivelek,middle eastern,Self-employment,-,from 19 to 86,no children,Homosexual,Muslim,non-smoker,never,Marriage,Female
Joange,male,30 y.o.,"Amsterdam, Netherlands",single,Joange,white,Veterinario,"Soy nuevo en amsterdam, vengo de barcelona",from 19 to 86,no children,Straight,Other,non-smoker,social drinker,"Fun, Friendship, Romance, Serious Relationship, Marriage",Female
dennysfuma1980,male,44 y.o.,"Caracas, Capital District, Venezuela",divorced,dennysfuma1980,hispanic,bombero,"soy u obre soltero que prepara sus papeles para ir ha Portugal, para invertir y crecer económicamente",from 30 to 50,1-2 living elsewhere,Straight,Spiritual,non-smoker,social drinker,"Fun, Friendship, Romance, Serious Relationship, Marriage",Female
Adripm,female,44 y.o.,"Cali, Valle del Cauca, Colombia",single,Adripm,white,Odobtologa,-,from 36 to 45,no children,Straight,Other,non-smoker,never,"Friendship, Romance, Serious Relationship",Female
Emaguey69,male,34 y.o.,"Celaya, Gto., México",single,Emaguey69,mixed,Especialista en ventas mas comision,Soy alegre...me encanta el football...soy romantico detallista atento...,from 19 to 33,want children,Straight,Other,non-smoker,social drinker,"Serious Relationship, Marriage",Female
Dana08,female,32 y.o.,"Magnolia St, City of Balanga, Bataan, Philippines",single,Dana08,asian,No work,-,from 19 to 86,1-2 living with me,Straight,Christian,non-smoker,occasional drinker,"Fun, Friendship, Romance, Serious Relationship, Marriage",Male
Josewilliam,male,45 y.o.,"Bogotá, Colombia",separated,Josewilliam,white,Seguridad,Si no pues una trabajadora y quiero mucho a mi familia trabajo para ella y si busco una persona me meto mucho a la persona estar con él ella,from 19 to 32,1-2 living with me,Straight,Christian,non-smoker,occasional drinker,Serious Relationship,Female
David82,male,42 y.o.,"Mérida, Venezuela",separated,David82,hispanic,Docente,"Soy moreno,gordo,ojos cafe,cabello negro,mido 1,72cm,hablo español,trabajador,catolico,amante de la musica y buena comida,me gusta vailar,detallista,anti machista,educado,profesional.",from 26 to 60,no children,Straight,Spiritual,non-smoker,social drinker,Romance,Female
AlissonPF,female,22 y.o.,"Quito, Ecuador",single,AlissonPF,hispanic,-,-,from 21 to 40,want children,Straight,Other,non-smoker,occasional drinker,"Fun, Friendship, Romance, Serious Relationship, Marriage",Male
Oldbiker,female,77 y.o.,"Mt Pleasant, MI 48858, USA",widowed,Oldbiker,white,Retired,-,from 65 to 75,1-2 living with me,Straight,Spiritual,non-smoker,social drinker,Serious Relationship,Male
Ferpat1209,male,64 y.o.,"Cuenca, Ecuador",divorced,Ferpat1209,hispanic,Construcción,"Hombre maduro, alegre, activo, trabajador.",from 19 to 86,don't want children,Straight,Other,social smoker,social drinker,Friendship,Female
Sandy11,male,40 y.o.,"New York, NY, USA",in relationship,Sandy11,hispanic,Driver’s,-,from 19 to 60,more than 2 living elsewhere,Straight,Christian,chain smoker,social drinker,"Fun, Friendship, Romance, Serious Relationship, Marriage",Female
MELOVER,male,51 y.o.,"Cuernavaca, Mor., México",divorced,MELOVER,hispanic,EMPRESARIO,-,from 26 to 47,1-2 living elsewhere,Straight,Christian,social smoker,social drinker,"Romance, Serious Relationship",Female
Andres14,male,44 y.o.,"Chimbote, Perú",divorced,Andres14,white,Comerciante,-,from 20 to 40,1-2 living with me,Straight,Christian,non-smoker,social drinker,Friendship,Female
Eddy95,male,29 y.o.,"Juárez, N.L., México",in relationship,Eddy95,hispanic,Ingeniero mantenimiento,Estoy buscando a alguien que me ayude a poder hacer una vida en usa,from 19 to 40,no children,Straight,Other,social smoker,occasional drinker,Marriage,Female
Joanna72,female,52 y.o.,"Chicago, IL, USA",single,Joanna72,white,Sales,-,from 19 to 86,1-2 living with me,Straight,Christian,non-smoker,social drinker,Serious Relationship,Male
Rick45,male,49 y.o.,"Toronto, Ontario, Canadá",divorced,Rick45,hispanic,Contratista,-,from 30 to 42,1-2 living elsewhere,Straight,Christian,non-smoker,occasional drinker,"Friendship, Romance, Serious Relationship, Marriage",Female
Pacoloya,male,43 y.o.,"Mérida, Yuc., México",separated,Pacoloya,hispanic,Progresista dental,-,from 30 to 42,1-2 living elsewhere,Straight,Christian,non-smoker,never,"Friendship, Romance, Serious Relationship",Female
Orlando2013,male,31 y.o.,"Río Grande, Puerto Rico",single,Orlando2013,white,Technico,-,from 35 to 86,1-2 living with me,Straight,Atheist,social smoker,never,Fun,Male
Stephano73,male,51 y.o.,"York, UK",single,Stephano73,white,-,-,from 26 to 48,no children,Straight,Atheist,light smoker,social drinker,"Friendship, Romance, Serious Relationship, Marriage",Female
Suzy60,female,64 y.o.,"Nashville, TN, USA",divorced,Suzy60,white,Teacher,-,from 45 to 65,1-2 living with me,Straight,Spiritual,social smoker,occasional drinker,Friendship,Male
Malu38,female,42 y.o.,"Sevilla, España",single,Malu38,white,-,-,from 19 to 86,1-2 living with me,Straight,Other,light smoker,occasional drinker,Serious Relationship,Male
Jess88,female,36 y.o.,"Kristianstad, Sweden",single,Jess88,white,-,"I'm very easygoing, down to Earth and a little shy. Love animals. I work with pigs. I have two kids who means the world to me. 

I'm looking for a friendship with the hopes for it to be more. I want a man who has a good heart, who will love me as i am. And see me as i am both good and bad.",from 28 to 38,1-2 living with me,Straight,Other,light smoker,never,"Fun, Friendship, Romance, Serious Relationship, Marriage",Male
Luisdavis,male,30 y.o.,"Barinas 5201, Barinas, Venezuela",single,Luisdavis,hispanic,Trabajos de campos,-,from 19 to 30,no children,Straight,Christian,non-smoker,occasional drinker,Serious Relationship,Male
RaymondRichatds,male,56 y.o.,"Kansas City, MO, USA",single,RaymondRichatds,white,-,-,from 19 to 86,no children,Straight,Spiritual,social smoker,social drinker,Fun,Female
Milliano,male,39 y.o.,"Stockton, CA, USA",single,Milliano,hispanic,Self,-,from 19 to 86,want children,Straight,Christian,light smoker,social drinker,"Fun, Friendship, Romance, Serious Relationship, Marriage",Female
KML,male,73 y.o.,"Malda, West Bengal, India",married,KML,asian,Cultivation,An aged man seeking friends to know each other's culture opinion and so on .,from 19 to 60,1-2 living with me,Straight,Other,light smoker,occasional drinker,"Fun, Friendship","Male, Female"
Stevensen80,male,44 y.o.,"87700 Memmingen, Germany",divorced,Stevensen80,white,-,"Are here a women for life who wants grow old with me ?
The last women in my life..",from 33 to 86,no children,Straight,Atheist,light smoker,social drinker,"Friendship, Serious Relationship, Marriage",Female
Alegra111,female,43 y.o.,"Buenos Aires, CABA, Argentina",separated,Alegra111,hispanic,-,-,from 38 to 55,1-2 living with me,Straight,Other,non-smoker,never,"Romance, Serious Relationship",Male
jlk26,male,28 y.o.,"Bogotá, Colombia",single,jlk26,hispanic,-,Soy un joven de 25 años latino con muchas metas por cumplir aun en busca de una compañera que quiera compartir conmigo los exitos y fracasos y a futuro construir una relacion fuerte solida y estable.,from 19 to 35,no children,Straight,Spiritual,non-smoker,occasional drinker,"Romance, Serious Relationship",Female
